ch1_LF5-FpZ,ch2_OTE_L-FpZ,ch3_BE_L-FpZ,ch4_RF6-FpZ,ch5_OTE_R-FpZ,ch6_BE_R-FpZ
-7362.0,297360.0,29478.0,3030.0,302539.0,6260.0
-7360.0,297406.0,29820.0,3026.0,302555.0,7306.0
-7367.0,297359.0,29899.0,3029.0,302535.0,6250.0
-7364.0,297396.0,28982.0,3029.0,302563.0,7372.0
-7366.0,297363.0,30514.0,3031.0,302537.0,6266.0
-7366.0,297376.0,28335.0,3032.0,302566.0,7374.0
-7366.0,297370.0,31118.0,3034.0,302529.0,6300.0
-7366.0,297365.0,27710.0,3033.0,302566.0,7338.0
-7369.0,297378.0,31523.0,3032.0,302523.0,6350.0
-7370.0,297352.0,27135.0,3030.0,302569.0,7264.0
-7362.0,297391.0,31761.0,3030.0,302520.0,6417.0
-7362.0,297354.0,26686.0,3028.0,302570.0,7170.0
-7358.0,297402.0,31856.0,3027.0,302521.0,6522.0
-7362.0,297337.0,26346.0,3030.0,302570.0,7066.0
-7359.0,297401.0,31790.0,3031.0,302527.0,6649.0
-7364.0,297324.0,26251.0,3034.0,302568.0,6943.0
-7362.0,297403.0,31682.0,3028.0,302524.0,6795.0
-7366.0,297329.0,26378.0,3031.0,302571.0,6815.0
-7364.0,297413.0,31419.0,3030.0,302535.0,6937.0
-7370.0,297318.0,26557.0,3031.0,302555.0,6676.0
-7364.0,297403.0,30873.0,3028.0,302528.0,7067.0
-7366.0,297324.0,26799.0,3032.0,302554.0,6557.0
-7363.0,297412.0,30165.0,3031.0,302539.0,7189.0
-7364.0,297333.0,27145.0,3032.0,302553.0,6445.0
-7364.0,297398.0,29353.0,3030.0,302547.0,7273.0
-7369.0,297336.0,27610.0,3031.0,302539.0,6339.0
-7368.0,297404.0,28556.0,3032.0,302553.0,7324.0
-7362.0,297358.0,28172.0,3032.0,302540.0,6297.0
-7356.0,297401.0,27733.0,3029.0,302556.0,7374.0
-7360.0,297371.0,28734.0,3033.0,302537.0,6308.0
-7360.0,297393.0,26942.0,3033.0,302563.0,7409.0
-7363.0,297376.0,29268.0,3031.0,302519.0,6335.0
-7360.0,297371.0,26271.0,3028.0,302559.0,7396.0
-7361.0,297384.0,29738.0,3027.0,302521.0,6408.0
-7363.0,297363.0,25656.0,3031.0,302568.0,7385.0
-7365.0,297392.0,29983.0,3031.0,302522.0,6522.0
-7364.0,297362.0,25072.0,3028.0,302564.0,7331.0
-7364.0,297409.0,30066.0,3028.0,302513.0,6622.0
-7369.0,297353.0,24645.0,3028.0,302559.0,7238.0
-7368.0,297410.0,30067.0,3025.0,302515.0,6767.0
-7369.0,297330.0,24509.0,3027.0,302565.0,7130.0
-7365.0,297406.0,30005.0,3027.0,302526.0,6885.0
-7372.0,297325.0,24504.0,3028.0,302564.0,6979.0
-7368.0,297404.0,29701.0,3025.0,302528.0,7025.0
-7369.0,297327.0,24659.0,3030.0,302563.0,6857.0
-7367.0,297411.0,29334.0,3036.0,302542.0,7147.0
-7366.0,297335.0,25025.0,3032.0,302565.0,6692.0
-7354.0,297430.0,28829.0,3026.0,302549.0,7244.0
-7363.0,297348.0,25439.0,3033.0,302560.0,6578.0
-7361.0,297424.0,28147.0,3032.0,302538.0,7322.0
-7365.0,297352.0,25993.0,3032.0,302533.0,6453.0
-7361.0,297415.0,27434.0,3029.0,302545.0,7383.0
-7361.0,297360.0,26579.0,3032.0,302531.0,6385.0
-7361.0,297400.0,26642.0,3028.0,302547.0,7412.0
-7362.0,297362.0,27148.0,3030.0,302520.0,6348.0
-7361.0,297396.0,25782.0,3033.0,302549.0,7419.0
-7362.0,297377.0,27623.0,3033.0,302520.0,6356.0
-7361.0,297387.0,25028.0,3029.0,302554.0,7421.0
-7361.0,297385.0,28141.0,3025.0,302512.0,6401.0
-7367.0,297362.0,24392.0,3028.0,302555.0,7365.0
-7367.0,297374.0,28501.0,3027.0,302506.0,6479.0
-7364.0,297341.0,23903.0,3023.0,302551.0,7326.0
-7362.0,297383.0,28849.0,3020.0,302494.0,6588.0
-7366.0,297331.0,23678.0,3022.0,302538.0,7258.0
-7365.0,297386.0,29015.0,3024.0,302495.0,6748.0
-7367.0,297323.0,23376.0,3023.0,302538.0,7184.0
-7365.0,297394.0,28791.0,3020.0,302493.0,6915.0
-7368.0,297314.0,23175.0,3023.0,302538.0,7083.0
-7366.0,297392.0,28654.0,3025.0,302497.0,7053.0
-7371.0,297312.0,23555.0,3025.0,302543.0,6954.0
-7366.0,297392.0,28495.0,3024.0,302515.0,7208.0
-7372.0,297320.0,23759.0,3024.0,302534.0,6857.0
-7369.0,297405.0,27781.0,3024.0,302514.0,7337.0
-7371.0,297314.0,23868.0,3026.0,302530.0,6735.0
-7365.0,297392.0,26793.0,3025.0,302514.0,7393.0
-7368.0,297319.0,23964.0,3026.0,302522.0,6584.0
-7363.0,297393.0,25656.0,3024.0,302526.0,7455.0
-7366.0,297332.0,24197.0,3025.0,302513.0,6475.0
-7361.0,297383.0,25022.0,3024.0,302526.0,7415.0
-7365.0,297337.0,25948.0,3026.0,302505.0,6340.0
-7366.0,297368.0,26419.0,3029.0,302527.0,7385.0
-7372.0,297338.0,29233.0,3028.0,302486.0,6364.0
-7370.0,297353.0,28269.0,3024.0,302519.0,7466.0
-7373.0,297346.0,31943.0,3023.0,302477.0,6522.0
-7375.0,297341.0,29311.0,3027.0,302517.0,7603.0
-7373.0,297357.0,33638.0,3024.0,302469.0,6778.0
-7371.0,297331.0,29557.0,3025.0,302517.0,7753.0
-7372.0,297357.0,34352.0,3021.0,302472.0,7061.0
-7375.0,297311.0,29364.0,3024.0,302520.0,7865.0
-7372.0,297359.0,34722.0,3022.0,302474.0,7347.0
-7370.0,297303.0,29383.0,3023.0,302519.0,7885.0
-7368.0,297365.0,35091.0,3021.0,302473.0,7542.0
-7375.0,297293.0,29715.0,3023.0,302524.0,7842.0
-7369.0,297364.0,35344.0,3025.0,302485.0,7729.0
-7370.0,297284.0,30031.0,3028.0,302531.0,7764.0
-7365.0,297374.0,35170.0,3024.0,302491.0,7917.0
-7376.0,297287.0,30285.0,3025.0,302517.0,7685.0
-7366.0,297373.0,34701.0,3025.0,302490.0,8081.0
-7373.0,297289.0,30523.0,3030.0,302505.0,7584.0
-7369.0,297376.0,33963.0,3027.0,302490.0,8214.0
-7373.0,297289.0,30909.0,3024.0,302498.0,7525.0
-7367.0,297361.0,33333.0,3021.0,302497.0,8337.0
-7374.0,297293.0,31635.0,3024.0,302492.0,7473.0
-7371.0,297357.0,32804.0,3022.0,302491.0,8426.0
-7375.0,297309.0,32606.0,3022.0,302486.0,7459.0
-7371.0,297349.0,32518.0,3022.0,302515.0,8496.0
-7377.0,297315.0,33521.0,3025.0,302477.0,7491.0
-7373.0,297340.0,31630.0,3022.0,302506.0,8561.0
-7373.0,297317.0,33740.0,3021.0,302481.0,7568.0
-7375.0,297320.0,30556.0,3024.0,302520.0,8613.0
-7374.0,297337.0,33589.0,3026.0,302492.0,7704.0
-7373.0,297314.0,29286.0,3025.0,302528.0,8654.0
-7373.0,297342.0,33853.0,3024.0,302491.0,7831.0
-7375.0,297306.0,29465.0,3028.0,302540.0,8638.0
-7373.0,297357.0,34863.0,3026.0,302491.0,7969.0
-7375.0,297311.0,29862.0,3026.0,302540.0,8645.0
-7374.0,297367.0,35565.0,3025.0,302496.0,8167.0
-7377.0,297303.0,30394.0,3027.0,302535.0,8735.0
-7372.0,297380.0,35774.0,3022.0,302479.0,8239.0
-7377.0,297329.0,32416.0,3025.0,302595.0,11187.0
-7379.0,297338.0,34035.0,3024.0,302406.0,6398.0
-7374.0,297339.0,32230.0,3026.0,302614.0,10972.0
-7372.0,297344.0,33935.0,3021.0,302411.0,7045.0
-7373.0,297337.0,32364.0,3022.0,302596.0,10534.0
-7370.0,297339.0,34137.0,3019.0,302421.0,7777.0
-7374.0,297325.0,32687.0,3022.0,302588.0,9952.0
-7374.0,297329.0,34206.0,3020.0,302440.0,8592.0
-7377.0,297318.0,32852.0,3021.0,302564.0,9263.0
-7370.0,297342.0,34100.0,3015.0,302461.0,9432.0
-7372.0,297329.0,32953.0,3020.0,302537.0,8541.0
-7372.0,297342.0,33858.0,3018.0,302486.0,10272.0
-7376.0,297320.0,33012.0,3019.0,302504.0,7854.0
-7373.0,297349.0,33623.0,3020.0,302514.0,11081.0
-7377.0,297319.0,33173.0,3022.0,302483.0,7264.0
-7378.0,297344.0,33485.0,3022.0,302542.0,11772.0
-7380.0,297316.0,33449.0,3021.0,302457.0,6762.0
-7383.0,297344.0,33412.0,3018.0,302560.0,12291.0
-7378.0,297318.0,33701.0,3016.0,302434.0,6433.0
-7380.0,297346.0,33260.0,3018.0,302589.0,12656.0
-7376.0,297314.0,33825.0,3018.0,302413.0,6264.0
-7374.0,297355.0,33081.0,3018.0,302603.0,12830.0
-7373.0,297334.0,33933.0,3016.0,302398.0,6301.0
-7375.0,297346.0,32884.0,3020.0,302621.0,12839.0
-7376.0,297327.0,34023.0,3020.0,302404.0,6533.0
-7376.0,297351.0,32778.0,3022.0,302626.0,12625.0
-7373.0,297328.0,34058.0,3016.0,302391.0,6918.0
-7374.0,297341.0,32632.0,3017.0,302613.0,12229.0
-7375.0,297333.0,34011.0,3015.0,302394.0,7455.0
-7378.0,297332.0,32452.0,3021.0,302603.0,11667.0
-7374.0,297335.0,33841.0,3016.0,302403.0,8130.0
-7376.0,297327.0,32294.0,3015.0,302585.0,10966.0
-7375.0,297336.0,33661.0,3011.0,302419.0,8857.0
-7379.0,297325.0,32213.0,3016.0,302552.0,10134.0
-7373.0,297340.0,33512.0,3012.0,302429.0,9656.0
-7375.0,297331.0,32273.0,3013.0,302530.0,9316.0
-7371.0,297351.0,33304.0,3009.0,302461.0,10462.0
-7376.0,297336.0,32217.0,3012.0,302503.0,8505.0
-7372.0,297361.0,32946.0,3011.0,302487.0,11206.0
-7372.0,297333.0,32242.0,3011.0,302471.0,7750.0
-7372.0,297354.0,32693.0,3012.0,302516.0,11861.0
-7370.0,297318.0,32315.0,3010.0,302439.0,7108.0
-7373.0,297350.0,32385.0,3010.0,302528.0,12359.0
-7376.0,297319.0,32374.0,3011.0,302419.0,6630.0
-7377.0,297343.0,32098.0,3013.0,302555.0,12715.0
-7377.0,297314.0,32468.0,3010.0,302403.0,6315.0
-7379.0,297346.0,31927.0,3013.0,302582.0,12864.0
-7381.0,297316.0,32604.0,3012.0,302379.0,6211.0
-7378.0,297334.0,31734.0,3016.0,302585.0,12832.0
-7378.0,297310.0,32651.0,3012.0,302370.0,6279.0
-7382.0,297338.0,31493.0,3016.0,302595.0,12615.0
-7380.0,297315.0,32629.0,3014.0,302374.0,6560.0
-7384.0,297326.0,31264.0,3019.0,302591.0,12204.0
-7378.0,297318.0,32569.0,3015.0,302373.0,6997.0
-7380.0,297325.0,31052.0,3016.0,302595.0,11652.0
-7380.0,297318.0,32416.0,3015.0,302381.0,7587.0
-7382.0,297312.0,30898.0,3022.0,302577.0,10943.0
-7377.0,297319.0,32302.0,3016.0,302396.0,8272.0
-7378.0,297321.0,30846.0,3020.0,302562.0,10134.0
-7374.0,297336.0,32157.0,3017.0,302424.0,9050.0
-7377.0,297323.0,30829.0,3019.0,302541.0,9313.0
-7377.0,297339.0,31982.0,3014.0,302437.0,9853.0
-7380.0,297323.0,30829.0,3018.0,302505.0,8465.0
-7381.0,297343.0,31688.0,3016.0,302469.0,10630.0
-7388.0,297313.0,30808.0,3015.0,302473.0,7709.0
-7381.0,297336.0,31380.0,3010.0,302493.0,11325.0
-7384.0,297305.0,30866.0,3010.0,302441.0,7005.0
-7382.0,297327.0,31092.0,3011.0,302510.0,11873.0
-7387.0,297304.0,30830.0,3011.0,302413.0,6473.0
-7384.0,297338.0,30565.0,3009.0,302537.0,12303.0
-7382.0,297302.0,30678.0,3005.0,302385.0,6113.0
-7384.0,297332.0,30272.0,3008.0,302547.0,12540.0
-7387.0,297300.0,30944.0,3008.0,302365.0,5928.0
-7387.0,297325.0,30283.0,3011.0,302565.0,12569.0
-7388.0,297300.0,31078.0,3008.0,302351.0,5967.0
-7389.0,297326.0,29920.0,3013.0,302581.0,12467.0
-7389.0,297312.0,30902.0,3012.0,302352.0,6214.0
-7389.0,297328.0,29455.0,3018.0,302579.0,12174.0
-7389.0,297319.0,30485.0,3012.0,302352.0,6633.0
-7387.0,297332.0,28785.0,3014.0,302574.0,11685.0
-7386.0,297323.0,29925.0,3010.0,302349.0,7145.0
-7386.0,297325.0,28335.0,3015.0,302555.0,10951.0
-7387.0,297317.0,30157.0,3008.0,302367.0,7715.0
-7388.0,297317.0,29696.0,3012.0,302544.0,10114.0
-7386.0,297312.0,32434.0,3009.0,302376.0,8447.0
-7389.0,297301.0,32357.0,3011.0,302503.0,9351.0
-7385.0,297319.0,34649.0,3006.0,302393.0,9361.0
-7388.0,297298.0,34260.0,3010.0,302474.0,8662.0
-7388.0,297316.0,35833.0,3013.0,302416.0,10336.0
-7394.0,297289.0,35177.0,3019.0,302441.0,8065.0
-7388.0,297305.0,35971.0,3013.0,302437.0,11267.0
-7390.0,297286.0,35321.0,3013.0,302408.0,7518.0
-7387.0,297315.0,35725.0,3010.0,302463.0,12024.0
-7390.0,297289.0,35528.0,3014.0,302386.0,7032.0
-7393.0,297308.0,35686.0,3013.0,302491.0,12559.0
-7390.0,297283.0,35930.0,3009.0,302369.0,6649.0
-7390.0,297316.0,35773.0,3008.0,302522.0,12905.0
-7388.0,297284.0,36322.0,3010.0,302352.0,6429.0
-7389.0,297309.0,35726.0,3013.0,302540.0,13042.0
-7391.0,297281.0,36408.0,3007.0,302329.0,6408.0
-7390.0,297306.0,35374.0,3012.0,302537.0,13005.0
-7390.0,297295.0,36252.0,3007.0,302312.0,6602.0
-7392.0,297315.0,34981.0,3008.0,302542.0,12760.0
-7390.0,297299.0,36160.0,3004.0,302317.0,6928.0
-7392.0,297308.0,34786.0,3010.0,302557.0,12338.0
-7390.0,297295.0,36160.0,3001.0,302318.0,7430.0
-7393.0,297304.0,34767.0,3004.0,302529.0,11726.0
-7395.0,297290.0,36269.0,3001.0,302332.0,8044.0
-7392.0,297284.0,34929.0,3010.0,302523.0,11001.0
-7389.0,297280.0,36506.0,3009.0,302353.0,8762.0
-7390.0,297278.0,34950.0,3010.0,302495.0,10228.0
-7390.0,297293.0,36015.0,3006.0,302364.0,9581.0
-7392.0,297282.0,34475.0,3009.0,302471.0,9389.0
-7384.0,297311.0,35118.0,3009.0,302397.0,10388.0
-7388.0,297296.0,33622.0,3011.0,302447.0,8564.0
-7389.0,297312.0,34384.0,3008.0,302429.0,11117.0
-7391.0,297282.0,33877.0,3013.0,302422.0,7758.0
-7387.0,297311.0,34729.0,3018.0,302454.0,11714.0
-7391.0,297275.0,34548.0,3012.0,302390.0,7074.0
-7390.0,297314.0,34972.0,3009.0,302471.0,12223.0
-7393.0,297288.0,35094.0,3009.0,302359.0,6573.0
-7393.0,297327.0,34959.0,3015.0,302496.0,12597.0
-7393.0,297300.0,35138.0,3010.0,302336.0,6286.0
-7395.0,297311.0,34479.0,3007.0,302502.0,12814.0
-7395.0,297283.0,34949.0,3005.0,302315.0,6191.0
-7394.0,297310.0,34022.0,3014.0,302521.0,12828.0
-7396.0,297284.0,34856.0,3009.0,302301.0,6262.0
-7395.0,297308.0,33805.0,3009.0,302534.0,12606.0
-7393.0,297285.0,35016.0,3004.0,302301.0,6484.0
-7395.0,297295.0,33778.0,3011.0,302530.0,12166.0
-7391.0,297281.0,35065.0,3014.0,302314.0,6872.0
-7391.0,297293.0,33543.0,3015.0,302529.0,11585.0
-7389.0,297291.0,34866.0,3003.0,302315.0,7409.0
-7392.0,297290.0,33300.0,3007.0,302508.0,10866.0
-7394.0,297288.0,34634.0,3014.0,302329.0,8070.0
-7395.0,297286.0,33056.0,3019.0,302493.0,10020.0
-7392.0,297299.0,34356.0,3011.0,302356.0,8770.0
-7393.0,297295.0,33008.0,3007.0,302476.0,9133.0
-7390.0,297309.0,34171.0,3007.0,302382.0,9521.0
-7394.0,297284.0,32950.0,3016.0,302451.0,8243.0
-7395.0,297303.0,33804.0,3014.0,302418.0,10224.0
-7397.0,297277.0,32841.0,3012.0,302429.0,7424.0
-7396.0,297309.0,33358.0,3011.0,302438.0,10912.0
-7397.0,297274.0,32724.0,3013.0,302392.0,6717.0
-7397.0,297297.0,32894.0,3013.0,302456.0,11461.0
-7399.0,297269.0,32647.0,3009.0,302358.0,6143.0
-7398.0,297301.0,32539.0,3010.0,302477.0,11873.0
-7398.0,297271.0,32663.0,3012.0,302336.0,5770.0
-7394.0,297305.0,32196.0,3018.0,302502.0,12129.0
-7395.0,297275.0,32651.0,3013.0,302322.0,5594.0
-7397.0,297307.0,31844.0,3012.0,302517.0,12186.0
-7395.0,297285.0,32612.0,3008.0,302309.0,5599.0
-7393.0,297306.0,31586.0,3015.0,302532.0,12038.0
-7394.0,297296.0,32636.0,3014.0,302314.0,5792.0
-7395.0,297316.0,31345.0,3014.0,302545.0,11728.0
-7394.0,297297.0,32522.0,3005.0,302310.0,6151.0
-7400.0,297307.0,31002.0,3012.0,302524.0,11197.0
-7398.0,297288.0,32316.0,3008.0,302309.0,6655.0
-7400.0,297298.0,30746.0,3009.0,302513.0,10534.0
-7397.0,297309.0,32135.0,3002.0,302332.0,7270.0
-7398.0,297295.0,30593.0,3010.0,302508.0,9751.0
-7399.0,297299.0,31946.0,3011.0,302347.0,7983.0
-7403.0,297288.0,30490.0,3010.0,302477.0,8897.0
-7400.0,297297.0,31666.0,3002.0,302364.0,8724.0
-7401.0,297280.0,30408.0,3011.0,302452.0,8005.0
-7400.0,297298.0,31397.0,3012.0,302399.0,9465.0
-7404.0,297270.0,30350.0,3010.0,302425.0,7169.0
-7399.0,297297.0,30995.0,3006.0,302422.0,10144.0
-7399.0,297262.0,30309.0,3010.0,302395.0,6390.0
-7399.0,297288.0,30695.0,3012.0,302451.0,10694.0
-7400.0,297267.0,30378.0,3011.0,302358.0,5749.0
-7400.0,297293.0,30355.0,3008.0,302464.0,11144.0
-7399.0,297268.0,30396.0,3011.0,302337.0,5281.0
-7396.0,297301.0,30019.0,3015.0,302494.0,11418.0
-7400.0,297274.0,30347.0,3009.0,302325.0,5026.0
-7400.0,297297.0,29625.0,3007.0,302513.0,11520.0
-7402.0,297279.0,30351.0,3006.0,302317.0,4919.0
-7401.0,297301.0,29379.0,3009.0,302525.0,11416.0
-7399.0,297274.0,30347.0,3003.0,302309.0,5013.0
-7399.0,297298.0,29073.0,3003.0,302532.0,11108.0
-7400.0,297270.0,30231.0,3005.0,302302.0,5284.0
-7404.0,297278.0,28796.0,3015.0,302521.0,10624.0
-7402.0,297269.0,30167.0,3007.0,302303.0,5712.0
-7401.0,297276.0,28606.0,3004.0,302501.0,9963.0
-7401.0,297266.0,29947.0,3000.0,302301.0,6256.0
-7403.0,297269.0,28270.0,3012.0,302492.0,9204.0
-7400.0,297279.0,29520.0,3011.0,302328.0,6933.0
-7399.0,297281.0,27911.0,3006.0,302468.0,8358.0
-7398.0,297285.0,29227.0,3005.0,302346.0,7644.0
-7403.0,297261.0,28077.0,3010.0,302444.0,7444.0
-7399.0,297286.0,29278.0,3005.0,302360.0,8356.0
-7397.0,297274.0,28184.0,3002.0,302421.0,6611.0
-7401.0,297292.0,28762.0,3007.0,302398.0,9122.0
-7401.0,297262.0,27710.0,3008.0,302391.0,5897.0
-7402.0,297288.0,27860.0,3007.0,302418.0,9788.0
-7406.0,297252.0,27191.0,3007.0,302358.0,5231.0
-7405.0,297280.0,27113.0,3008.0,302447.0,10268.0
-7407.0,297244.0,26997.0,3007.0,302338.0,4684.0
-7403.0,297284.0,26776.0,3010.0,302470.0,10540.0
-7407.0,297258.0,27556.0,3007.0,302309.0,4287.0
-7408.0,297280.0,27839.0,3006.0,302488.0,10646.0
-7406.0,297248.0,29641.0,3007.0,302303.0,4127.0
-7406.0,297277.0,29762.0,3010.0,302503.0,10691.0
-7406.0,297252.0,31640.0,3004.0,302286.0,4329.0
-7403.0,297278.0,31162.0,3007.0,302495.0,10679.0
-7401.0,297251.0,32876.0,3008.0,302276.0,4758.0
-7399.0,297262.0,31791.0,3015.0,302496.0,10432.0
-7400.0,297241.0,33262.0,3006.0,302268.0,5309.0
-7405.0,297250.0,31725.0,3008.0,302480.0,10029.0
-7402.0,297244.0,33126.0,3005.0,302283.0,5971.0
-7402.0,297240.0,31565.0,3013.0,302469.0,9426.0
-7403.0,297237.0,33091.0,3009.0,302299.0,6697.0
-7406.0,297230.0,31679.0,3011.0,302458.0,8689.0
-7405.0,297237.0,33164.0,3006.0,302311.0,7471.0
-7407.0,297226.0,31873.0,3009.0,302431.0,7874.0
-7405.0,297241.0,33090.0,3004.0,302335.0,8282.0
-7407.0,297224.0,31962.0,3006.0,302407.0,7066.0
-7402.0,297258.0,32826.0,3005.0,302370.0,9053.0
-7404.0,297231.0,31887.0,3006.0,302382.0,6297.0
-7402.0,297265.0,32375.0,3007.0,302401.0,9763.0
-7407.0,297237.0,31838.0,3008.0,302352.0,5647.0
-7403.0,297261.0,32012.0,3007.0,302413.0,10358.0
-7405.0,297226.0,31865.0,3007.0,302316.0,5114.0
-7406.0,297253.0,31716.0,3011.0,302438.0,10766.0
-7403.0,297228.0,32010.0,3010.0,302301.0,4735.0
-7403.0,297260.0,31637.0,3010.0,302466.0,11007.0
-7408.0,297224.0,32387.0,3011.0,302281.0,4531.0
-7406.0,297259.0,31494.0,3014.0,302474.0,11064.0
-7402.0,297234.0,32183.0,3007.0,302265.0,4556.0
-7405.0,297258.0,30813.0,3009.0,302478.0,10931.0
-7406.0,297230.0,31564.0,3007.0,302262.0,4740.0
-7409.0,297252.0,29729.0,3009.0,302482.0,10633.0
-7403.0,297239.0,30873.0,3004.0,302257.0,5102.0
-7406.0,297241.0,29539.0,3006.0,302483.0,10085.0
-7404.0,297233.0,31284.0,3003.0,302272.0,5550.0
-7406.0,297238.0,29963.0,3009.0,302481.0,9406.0
-7403.0,297242.0,31710.0,3007.0,302287.0,6185.0
-7405.0,297238.0,30405.0,3009.0,302461.0,8659.0
-7404.0,297247.0,31928.0,3008.0,302309.0,6922.0
-7404.0,297238.0,30478.0,3009.0,302441.0,7860.0
-7402.0,297255.0,31627.0,3008.0,302328.0,7740.0
-7408.0,297243.0,30308.0,3010.0,302412.0,7048.0
-7405.0,297265.0,31220.0,3010.0,302352.0,8519.0
-7410.0,297237.0,30209.0,3012.0,302382.0,6254.0
-7405.0,297258.0,30873.0,3008.0,302370.0,9218.0
-7409.0,297221.0,30313.0,3007.0,302348.0,5527.0
-7406.0,297253.0,30664.0,3008.0,302400.0,9814.0
-7407.0,297220.0,30449.0,3009.0,302323.0,4928.0
-7405.0,297255.0,30380.0,3010.0,302437.0,10284.0
-7405.0,297224.0,30487.0,3008.0,302309.0,4506.0
-7407.0,297254.0,29999.0,3010.0,302456.0,10569.0
-7408.0,297221.0,30468.0,3008.0,302284.0,4236.0
-7411.0,297240.0,29621.0,3011.0,302456.0,10650.0
-7410.0,297214.0,30419.0,3007.0,302260.0,4137.0
-7409.0,297246.0,29313.0,3009.0,302478.0,10542.0
-7406.0,297227.0,30434.0,3007.0,302261.0,4273.0
-7409.0,297244.0,29098.0,3011.0,302485.0,10281.0
-7406.0,297222.0,30416.0,3005.0,302258.0,4560.0
-7409.0,297227.0,28873.0,3010.0,302481.0,9811.0
-7407.0,297233.0,30278.0,3007.0,302263.0,5024.0
-7407.0,297235.0,28590.0,3009.0,302471.0,9215.0
-7406.0,297227.0,30044.0,3007.0,302279.0,5617.0
-7408.0,297222.0,28358.0,3008.0,302465.0,8509.0
-7409.0,297226.0,29804.0,3008.0,302296.0,6317.0
-7408.0,297217.0,28297.0,3011.0,302437.0,7696.0
-7406.0,297240.0,29616.0,3007.0,302317.0,7055.0
-7412.0,297220.0,28300.0,3007.0,302409.0,6874.0
-7411.0,297235.0,29348.0,3004.0,302332.0,7817.0
-7413.0,297217.0,28321.0,3009.0,302379.0,6092.0
-7411.0,297247.0,29018.0,3004.0,302363.0,8550.0
-7415.0,297224.0,28329.0,3008.0,302363.0,5399.0
-7414.0,297257.0,28644.0,3009.0,302401.0,9178.0
-7412.0,297225.0,28385.0,3008.0,302337.0,4801.0
-7409.0,297250.0,28247.0,3008.0,302417.0,9641.0
-7411.0,297219.0,28397.0,3007.0,302304.0,4376.0
-7411.0,297243.0,27767.0,3011.0,302437.0,9903.0
-7412.0,297211.0,28427.0,3007.0,302288.0,4091.0
-7415.0,297234.0,27353.0,3007.0,302439.0,10021.0
-7414.0,297204.0,28196.0,3013.0,302250.0,4030.0
-7411.0,297197.0,26741.0,3010.0,302416.0,10006.0
-7420.0,297119.0,28419.0,3001.0,302183.0,3926.0
-7425.0,297059.0,27263.0,3004.0,302345.0,9067.0
-7429.0,297015.0,29416.0,3000.0,302121.0,3767.0
-7429.0,296978.0,27217.0,2998.0,302280.0,8068.0
-7421.0,296989.0,29241.0,2991.0,302099.0,3973.0
-7431.0,296943.0,26570.0,2990.0,302229.0,7105.0
-7423.0,296994.0,29530.0,2984.0,302120.0,4964.0
-7424.0,296958.0,26935.0,2988.0,302205.0,6662.0
-7418.0,297039.0,28901.0,2984.0,302115.0,5185.0
-7423.0,297015.0,26154.0,2984.0,302174.0,6075.0
-7419.0,297080.0,27780.0,2979.0,302134.0,6044.0
-7417.0,297023.0,26627.0,2981.0,302170.0,5937.0
-7409.0,297083.0,27869.0,2979.0,302160.0,6410.0
-7414.0,297053.0,27264.0,2978.0,302165.0,5866.0
-7411.0,297113.0,26870.0,2975.0,302184.0,6759.0
-7423.0,297084.0,27552.0,2977.0,302181.0,5880.0
-7409.0,297122.0,26109.0,2974.0,302208.0,6959.0
-7418.0,297123.0,27963.0,2980.0,302195.0,5934.0
-7420.0,297135.0,25279.0,2981.0,302241.0,7128.0
-7423.0,297144.0,28304.0,2982.0,302209.0,6034.0
-7424.0,297137.0,24673.0,2984.0,302265.0,7209.0
-7427.0,297165.0,28614.0,2987.0,302228.0,6128.0
-7427.0,297148.0,24168.0,2990.0,302281.0,7270.0
-7429.0,297201.0,28822.0,2990.0,302230.0,6246.0
-7428.0,297159.0,23926.0,2994.0,302296.0,7277.0
-7422.0,297221.0,28853.0,2994.0,302258.0,6341.0
-7425.0,297165.0,23582.0,2999.0,302318.0,7246.0
-7422.0,297226.0,28544.0,2999.0,302271.0,6509.0
-7428.0,297150.0,23480.0,3001.0,302330.0,7156.0
-7425.0,297223.0,28511.0,2999.0,302286.0,6647.0
-7426.0,297155.0,23755.0,3000.0,302334.0,7005.0
-7423.0,297230.0,28109.0,2997.0,302287.0,6839.0
-7427.0,297157.0,23813.0,2999.0,302335.0,6868.0
-7422.0,297232.0,27453.0,3000.0,302289.0,7005.0
-7427.0,297160.0,23890.0,2999.0,302319.0,6671.0
-7425.0,297236.0,26463.0,3003.0,302297.0,7135.0
-7431.0,297171.0,23947.0,3002.0,302318.0,6502.0
-7422.0,297240.0,25437.0,3000.0,302315.0,7162.0
-7426.0,297182.0,24525.0,3004.0,302317.0,6268.0
-7424.0,297228.0,25570.0,3000.0,302326.0,7160.0
-7428.0,297180.0,26855.0,3002.0,302312.0,6094.0
-7427.0,297218.0,27083.0,3006.0,302328.0,7202.0
-7428.0,297195.0,29708.0,3003.0,302302.0,6115.0
-7426.0,297199.0,28483.0,3003.0,302336.0,7371.0
-7421.0,297195.0,31921.0,3002.0,302298.0,6267.0
-7419.0,297188.0,29155.0,3002.0,302336.0,7561.0
-7423.0,297203.0,33057.0,3001.0,302280.0,6450.0
-7418.0,297189.0,28952.0,3002.0,302334.0,7723.0
-7416.0,297216.0,33343.0,3000.0,302281.0,6648.0
